date,symbol,close,adj_close,price_used,price_basis,sma_50,sma_200,ema_20,macd,macd_signal,macd_histogram,volume,rsi_14,volume_avg_20,volume_spike_ratio,volume_spike,ema_20_reclaim,screen_rule_pass
2025-08-26,BVT.JO,23402.00,23392.08,23392.08,adj_close,23492.96,,23715.67,145.16,106.05,39.11,1674892.00,46.86,827687.25,2.02,spike,false,
2025-08-27,BVT.JO,23789.00,23778.92,23778.92,adj_close,23511.73,,23721.70,131.46,111.13,20.33,721270.00,51.18,836916.30,0.86,normal,true,
2025-08-28,BVT.JO,23938.00,23927.86,23927.86,adj_close,23530.62,,23741.33,131.12,115.13,15.99,1043422.00,52.78,779661.40,1.34,normal,false,
2025-08-29,BVT.JO,23690.00,23679.96,23679.96,adj_close,23538.40,,23735.49,109.58,114.02,-4.44,851892.00,49.86,788766.15,1.08,normal,false,
2025-09-01,BVT.JO,22290.00,22280.55,22280.55,adj_close,23521.01,,23596.92,-20.18,87.18,-107.36,2138263.00,37.31,870675.00,2.46,spike,false,
2025-09-02,BVT.JO,21107.00,21098.06,21098.06,adj_close,23473.49,,23358.94,-215.95,26.55,-242.50,2071523.00,30.36,913000.85,2.27,spike,false,
2025-09-03,BVT.JO,21726.00,21716.79,21716.79,adj_close,23440.64,,23202.54,-317.50,-42.26,-275.25,1804954.00,36.98,985489.25,1.83,spike,false,
2025-09-04,BVT.JO,21589.00,21579.85,21579.85,adj_close,23408.50,,23048.00,-404.38,-114.68,-289.70,1165055.00,36.16,1006541.00,1.16,normal,false,
2025-09-05,BVT.JO,21632.00,21622.83,21622.83,adj_close,23369.33,,22912.27,-464.40,-184.63,-279.78,532994.00,36.63,1005131.75,0.53,normal,false,
2025-09-08,BVT.JO,21812.00,21802.76,21802.76,adj_close,23338.55,,22806.60,-491.79,-246.06,-245.73,537535.00,38.69,1004674.95,0.54,normal,false,
2025-09-09,BVT.JO,21667.00,21657.82,21657.82,adj_close,23301.22,,22697.19,-519.20,-300.69,-218.51,887923.00,37.63,961109.95,0.92,normal,false,
2025-09-10,BVT.JO,21561.00,21551.86,21551.86,adj_close,23260.42,,22588.11,-543.21,-349.19,-194.02,526007.00,36.84,956151.30,0.55,normal,false,
2025-09-11,BVT.JO,21663.00,21653.82,21653.82,adj_close,23217.70,,22499.13,-547.70,-388.89,-158.81,1043590.00,38.19,954802.55,1.09,normal,false,
2025-09-12,BVT.JO,21497.00,21487.89,21487.89,adj_close,23170.16,,22402.82,-558.21,-422.76,-135.46,832052.00,36.81,968647.75,0.86,normal,false,
2025-09-15,BVT.JO,21322.00,21312.96,21312.96,adj_close,23124.94,,22299.03,-574.04,-453.01,-121.03,914070.00,35.36,993773.20,0.92,normal,false,
2025-09-16,BVT.JO,21245.00,21236.00,21236.00,adj_close,23077.78,,22197.79,-586.04,-479.62,-106.42,1134014.00,34.71,1029240.75,1.10,normal,false,
2025-09-17,BVT.JO,21715.00,21705.80,21705.80,adj_close,23032.36,,22150.93,-551.29,-493.95,-57.33,1318796.00,41.73,1068474.85,1.23,normal,false,
2025-09-18,BVT.JO,21821.00,21811.75,21811.75,adj_close,22989.23,,22118.63,-509.32,-497.03,-12.30,2655178.00,43.21,1182912.55,2.24,spike,false,
2025-09-19,BVT.JO,22006.00,21996.67,21996.67,adj_close,22965.88,,22107.01,-455.89,-488.80,32.91,2168134.00,45.80,1232464.40,1.76,spike,false,
2025-09-22,BVT.JO,22017.00,22007.67,22007.67,adj_close,22949.61,,22097.55,-407.95,-472.63,64.68,784235.00,45.96,1240289.95,0.63,normal,false,
2025-09-23,BVT.JO,21350.00,21345.35,21345.35,adj_close,22919.87,,22025.91,-418.58,-461.82,43.24,946757.00,38.65,1203883.20,0.79,normal,false,
2025-09-25,BVT.JO,21350.00,21345.35,21345.35,adj_close,22890.97,,21961.10,-422.14,-453.89,31.75,1143612.00,38.65,1225000.30,0.93,normal,false,
2025-09-26,BVT.JO,21350.00,21345.35,21345.35,adj_close,22856.19,,21902.46,-420.12,-447.13,27.02,550013.00,38.65,1200329.85,0.46,normal,false,
2025-09-29,BVT.JO,21125.00,21120.39,21120.39,adj_close,22802.98,,21827.97,-431.69,-444.04,12.35,737446.00,36.21,1194607.55,0.62,normal,false,
2025-09-30,BVT.JO,21182.00,21177.38,21177.38,adj_close,22761.39,,21766.01,-431.29,-441.49,10.20,1041943.00,37.29,1139791.55,0.91,normal,false,
2025-10-01,BVT.JO,21426.00,21421.33,21421.33,adj_close,22717.68,,21733.18,-406.60,-434.51,27.91,905816.00,41.83,1081506.20,0.84,normal,false,
2025-10-02,BVT.JO,21497.00,21492.31,21492.31,adj_close,22667.33,,21710.24,-376.96,-423.00,46.04,1176875.00,43.13,1050102.25,1.12,normal,false,
2025-10-03,BVT.JO,21815.00,21810.24,21810.24,adj_close,22628.53,,21719.77,-324.08,-403.22,79.14,996913.00,48.63,1041695.15,0.96,normal,true,
2025-10-06,BVT.JO,21693.00,21688.27,21688.27,adj_close,22596.91,,21716.77,-288.69,-380.31,91.62,712524.00,46.76,1050671.65,0.68,normal,false,
2025-10-07,BVT.JO,21614.00,21609.29,21609.29,adj_close,22557.78,,21706.53,-263.97,-357.05,93.07,810886.00,45.54,1064339.20,0.76,normal,false,
2025-10-08,BVT.JO,21688.00,21683.27,21683.27,adj_close,22518.25,,21704.32,-235.70,-332.78,97.08,650717.00,46.93,1052478.90,0.62,normal,false,
2025-10-09,BVT.JO,22049.00,22044.19,22044.19,adj_close,22485.37,,21736.69,-182.06,-302.63,120.57,982622.00,53.24,1075309.65,0.91,normal,true,
2025-10-10,BVT.JO,22089.00,22084.18,22084.18,adj_close,22451.40,,21769.78,-134.78,-269.06,134.28,651948.00,53.89,1055727.55,0.62,normal,false,
2025-10-13,BVT.JO,22073.00,22068.19,22068.19,adj_close,22423.10,,21798.20,-97.48,-234.75,137.27,451855.00,53.57,1036717.70,0.44,normal,false,
2025-10-14,BVT.JO,21968.00,21963.21,21963.21,adj_close,22403.66,,21813.92,-75.51,-202.90,127.39,634324.00,51.39,1022730.40,0.62,normal,false,
2025-10-15,BVT.JO,22102.00,22097.18,22097.18,adj_close,22384.58,,21840.89,-46.75,-171.67,124.92,1438119.00,53.96,1037935.65,1.39,normal,false,
2025-10-16,BVT.JO,22180.00,22175.16,22175.16,adj_close,22369.25,,21872.73,-17.47,-140.83,123.36,657847.00,55.44,1004888.20,0.65,normal,false,
2025-10-17,BVT.JO,22214.00,22209.16,22209.16,adj_close,22355.73,,21904.77,8.38,-110.99,119.37,576503.00,56.10,900954.45,0.64,normal,false,
2025-10-20,BVT.JO,22342.00,22337.13,22337.13,adj_close,22341.17,,21945.95,38.75,-81.04,119.79,482382.00,58.58,816666.85,0.59,normal,false,
2025-10-21,BVT.JO,22450.00,22445.11,22445.11,adj_close,22326.59,,21993.49,70.72,-50.69,121.41,1030265.00,60.61,828968.35,1.24,normal,false,
2025-10-22,BVT.JO,22750.00,22745.04,22745.04,adj_close,22303.63,,22065.06,118.88,-16.77,135.66,1181930.00,65.65,840727.00,1.41,normal,false,
2025-10-23,BVT.JO,22703.00,22698.05,22698.05,adj_close,22277.22,,22125.35,151.51,16.88,134.63,964037.00,64.26,831748.25,1.16,normal,false,
2025-10-24,BVT.JO,22677.00,22672.05,22672.05,adj_close,22259.40,,22177.41,173.28,48.16,125.12,603325.00,63.46,834413.85,0.72,normal,false,
2025-10-27,BVT.JO,22541.00,22536.09,22536.09,adj_close,22235.00,,22211.57,177.51,74.03,103.48,657800.00,59.31,830431.55,0.79,normal,false,
2025-10-28,BVT.JO,22665.00,22660.06,22660.06,adj_close,22215.88,,22254.29,188.70,96.97,91.73,867933.00,61.77,821731.05,1.06,normal,false,
2025-10-29,BVT.JO,22382.00,22377.12,22377.12,adj_close,22181.27,,22265.98,172.74,112.12,60.62,363276.00,53.79,794604.05,0.46,normal,false,
2025-10-30,BVT.JO,22556.00,22551.08,22551.08,adj_close,22152.95,,22293.14,172.14,124.12,48.02,859259.00,57.43,778723.25,1.10,normal,false,
2025-10-31,BVT.JO,22498.00,22493.09,22493.09,adj_close,22127.46,,22312.18,165.09,132.32,32.77,791074.00,55.85,768431.30,1.03,normal,false,
2025-11-03,BVT.JO,22333.00,22328.13,22328.13,adj_close,22083.39,,22313.70,144.52,134.76,9.76,528612.00,51.51,759235.70,0.70,normal,false,
2025-11-04,BVT.JO,22400.00,22395.12,22395.12,adj_close,22044.40,,22321.45,132.10,134.23,-2.12,683033.00,53.11,752843.05,0.91,normal,false,
2025-11-05,BVT.JO,22464.00,22459.10,22459.10,adj_close,22025.74,,22334.56,125.97,132.57,-6.60,842773.00,54.64,762445.85,1.11,normal,false,
2025-11-06,BVT.JO,22708.00,22703.05,22703.05,adj_close,22004.22,,22369.66,139.19,133.90,5.29,639592.00,60.01,745294.35,0.86,normal,false,
2025-11-07,BVT.JO,22496.00,22491.10,22491.10,adj_close,21975.48,,22381.22,131.06,133.33,-2.27,681601.00,54.03,746777.00,0.91,normal,false,
2025-11-10,BVT.JO,22623.00,22618.07,22618.07,adj_close,21954.25,,22403.78,133.32,133.33,-0.01,632242.00,56.80,755796.35,0.84,normal,false,
2025-11-11,BVT.JO,22670.00,22665.06,22665.06,adj_close,21961.94,,22428.66,137.32,134.13,3.19,550278.00,57.82,751594.05,0.73,normal,false,
2025-11-12,BVT.JO,23345.00,23339.91,23339.91,adj_close,22006.77,,22515.45,192.73,145.85,46.88,794672.00,69.07,719421.70,1.10,normal,false,
2025-11-13,BVT.JO,23900.00,23894.79,23894.79,adj_close,22050.33,,22646.81,278.20,172.32,105.88,1449825.00,74.98,759020.60,1.91,spike,false,
2025-11-14,BVT.JO,23376.00,23370.90,23370.90,adj_close,22086.15,,22715.78,300.21,197.90,102.31,518526.00,62.78,756121.75,0.69,normal,false,
2025-11-17,BVT.JO,23420.00,23414.89,23414.89,adj_close,22121.99,,22782.36,317.54,221.82,95.71,509979.00,63.32,757501.60,0.67,normal,false,
2025-11-18,BVT.JO,23060.00,23054.97,23054.97,adj_close,22147.04,,22808.32,298.78,237.22,61.57,624915.00,56.15,737234.10,0.85,normal,false,
2025-11-19,BVT.JO,23406.00,23400.90,23400.90,adj_close,22181.90,,22864.76,308.28,251.43,56.85,475891.00,60.75,701932.15,0.68,normal,false,
2025-11-20,BVT.JO,23522.00,23516.87,23516.87,adj_close,22221.20,,22926.86,321.46,265.43,56.02,779906.00,62.18,692725.60,1.13,normal,false,
2025-11-21,BVT.JO,23244.00,23238.93,23238.93,adj_close,22252.90,,22956.58,305.95,273.54,32.41,441666.00,56.83,684642.65,0.65,normal,false,
2025-11-24,BVT.JO,23352.00,23346.91,23346.91,adj_close,22290.08,,22993.76,298.93,278.62,20.31,1116908.00,58.33,707598.05,1.58,spike,false,
2025-11-25,BVT.JO,23239.00,23233.93,23233.93,adj_close,22328.50,,23016.63,281.00,279.09,1.91,692510.00,56.13,698826.90,0.99,normal,false,
2025-11-26,BVT.JO,23593.00,23587.86,23587.86,adj_close,22375.54,,23071.03,291.99,281.67,10.32,507677.00,61.08,706046.95,0.72,normal,false,
2025-11-27,BVT.JO,23178.00,23172.95,23172.95,adj_close,22404.88,,23080.74,264.18,278.17,-14.00,695651.00,53.47,697866.55,1.00,normal,false,
2025-11-28,BVT.JO,22848.00,22843.02,22843.02,adj_close,22425.51,,23058.10,213.05,265.15,-52.10,1463545.00,48.31,731490.10,2.00,spike,false,
2025-12-01,BVT.JO,22766.00,22761.04,22761.04,adj_close,22440.80,,23029.81,164.03,244.93,-80.89,1189842.00,47.09,764551.60,1.56,spike,false,
2025-12-02,BVT.JO,22869.00,22864.01,22864.01,adj_close,22457.92,,23014.02,131.97,222.34,-90.36,692028.00,48.83,765001.35,0.90,normal,false,
2025-12-03,BVT.JO,23046.00,23040.97,23040.97,adj_close,22491.83,,23016.59,119.46,201.76,-82.30,649719.00,51.77,755348.65,0.86,normal,true,
2025-12-04,BVT.JO,22840.00,22835.02,22835.02,adj_close,22521.63,,22999.29,91.87,179.78,-87.91,457820.00,48.30,746260.05,0.61,normal,false,
2025-12-05,BVT.JO,22802.00,22797.03,22797.03,adj_close,22550.66,,22980.03,66.18,157.06,-90.88,571674.00,47.66,740763.70,0.77,normal,false,
2025-12-08,BVT.JO,22484.00,22479.10,22479.10,adj_close,22577.84,,22932.32,19.93,129.64,-109.70,547973.00,42.61,736550.25,0.74,normal,false,
2025-12-09,BVT.JO,22629.00,22624.07,22624.07,adj_close,22606.77,,22902.97,-4.96,102.72,-107.68,691096.00,45.45,743591.15,0.93,normal,false,
2025-12-10,BVT.JO,22570.00,22565.08,22565.08,adj_close,22629.65,,22870.79,-29.11,76.35,-105.47,291360.00,44.48,718425.55,0.41,normal,false,
2025-12-11,BVT.JO,22669.00,22664.06,22664.06,adj_close,22653.08,,22851.10,-39.81,53.12,-92.93,645928.00,46.53,678230.70,0.95,normal,false,
2025-12-12,BVT.JO,22714.00,22709.05,22709.05,adj_close,22671.06,,22837.57,-44.15,33.67,-77.81,587150.00,47.48,681661.90,0.86,normal,false,
2025-12-15,BVT.JO,22784.00,22779.03,22779.03,adj_close,22692.87,,22831.99,-41.46,18.64,-60.10,579647.00,49.00,685145.30,0.85,normal,false,
2025-12-17,BVT.JO,23058.00,23052.97,23052.97,adj_close,22721.74,,22853.04,-17.03,11.51,-28.54,602953.00,54.54,684047.20,0.88,normal,true,
2025-12-18,BVT.JO,23372.00,23366.90,23366.90,adj_close,22755.42,,22901.98,27.35,14.67,12.67,2643903.00,59.91,792447.80,3.34,spike,false,
2025-12-19,BVT.JO,23143.00,23137.95,23137.95,adj_close,22777.29,,22924.45,43.54,20.45,23.09,2012036.00,54.82,854054.30,2.36,spike,false,
2025-12-22,BVT.JO,22974.00,22968.99,22968.99,adj_close,22794.99,,22928.69,42.25,24.81,17.44,326625.00,51.36,848302.25,0.39,normal,false,
2025-12-23,BVT.JO,23202.00,23196.94,23196.94,adj_close,22817.56,,22954.24,58.95,31.64,27.31,590565.00,55.45,821985.10,0.72,normal,false,
2025-12-24,BVT.JO,23400.00,23394.90,23394.90,adj_close,22846.20,,22996.21,87.14,42.74,44.41,164395.00,58.70,795579.35,0.21,normal,false,
2025-12-29,BVT.JO,23682.00,23676.84,23676.84,adj_close,22877.79,,23061.03,130.74,60.34,70.40,259336.00,62.86,783162.30,0.33,normal,false,
2025-12-30,BVT.JO,23562.00,23556.86,23556.86,adj_close,22905.42,,23108.25,153.83,79.03,74.79,326651.00,60.08,764712.30,0.43,normal,false,
2025-12-31,BVT.JO,23749.00,23743.82,23743.82,adj_close,22936.12,,23168.78,185.08,100.24,84.84,456703.00,62.83,714370.20,0.64,normal,false,
2026-01-02,BVT.JO,23403.00,23397.90,23397.90,adj_close,22957.33,,23190.60,179.86,116.17,63.69,264526.00,55.25,668104.40,0.40,normal,false,
2026-01-05,BVT.JO,23815.00,23809.81,23809.81,adj_close,22984.63,,23249.58,206.58,134.25,72.33,616882.00,61.25,664347.10,0.93,normal,false,
2026-01-06,BVT.JO,24408.00,24402.68,24402.68,adj_close,23017.78,,23359.39,272.46,161.89,110.57,832904.00,67.91,673506.35,1.24,normal,false,
2026-01-07,BVT.JO,24399.00,24393.68,24393.68,adj_close,23051.69,,23457.90,320.25,193.56,126.68,1101967.00,67.72,705713.70,1.56,spike,false,
2026-01-08,BVT.JO,24574.00,24568.64,24568.64,adj_close,23089.62,,23563.68,368.00,228.45,139.55,641897.00,69.51,709224.85,0.91,normal,false,
2026-01-09,BVT.JO,25128.00,25122.52,25122.52,adj_close,23141.35,,23712.14,445.40,271.84,173.56,1188049.00,74.36,741228.65,1.60,spike,false,
2026-01-12,BVT.JO,24914.00,24908.57,24908.57,adj_close,23186.32,,23826.09,483.90,314.25,169.65,555936.00,69.75,734470.65,0.76,normal,false,
2026-01-13,BVT.JO,24725.00,24719.61,24719.61,adj_close,23233.17,,23911.19,493.47,350.10,143.38,518852.00,65.86,745845.25,0.70,normal,false,
2026-01-14,BVT.JO,24258.00,24252.71,24252.71,adj_close,23267.21,23077.32,23943.71,458.10,371.70,86.41,942631.00,57.36,760680.40,1.24,normal,false,false
2026-01-15,BVT.JO,24667.00,24661.62,24661.62,adj_close,23310.58,23078.43,24012.08,457.79,388.92,68.88,1207316.00,61.99,791688.70,1.52,spike,false,false
2026-01-16,BVT.JO,24492.00,24486.66,24486.66,adj_close,23353.75,23079.87,24057.28,438.37,398.81,39.57,943037.00,59.03,809858.20,1.16,normal,false,false
2026-01-19,BVT.JO,24242.00,24236.71,24236.71,adj_close,23390.58,23083.35,24074.37,398.23,398.69,-0.46,557769.00,55.00,807599.00,0.69,normal,false,false
2026-01-20,BVT.JO,24597.00,24591.64,24591.64,adj_close,23433.23,23086.36,24123.63,390.55,397.06,-6.52,1937689.00,59.26,772288.30,2.51,spike,false,false
2026-01-21,BVT.JO,24500.00,24494.66,24494.66,adj_close,23469.06,23092.22,24158.97,372.34,392.12,-19.78,1691006.00,57.65,756236.80,2.24,spike,false,false
2026-01-22,BVT.JO,24500.00,24494.66,24494.66,adj_close,23509.13,23101.43,24190.94,353.84,384.46,-30.62,1376391.00,57.65,808725.10,1.70,spike,false,false
2026-01-23,BVT.JO,24315.00,24309.70,24309.70,adj_close,23542.97,23115.26,24202.25,320.55,371.68,-51.13,1242499.00,54.40,841321.80,1.48,normal,false,false
2026-01-26,BVT.JO,23688.00,23682.84,23682.84,adj_close,23563.32,23123.22,24152.78,240.82,345.51,-104.69,1074022.00,45.10,886803.15,1.21,normal,false,false
2026-01-27,BVT.JO,23523.00,23517.87,23517.87,adj_close,23566.88,23129.66,24092.32,162.44,308.89,-146.46,1103581.00,43.01,929015.40,1.19,normal,false,false
2026-01-28,BVT.JO,23389.00,23383.90,23383.90,adj_close,23556.66,23142.49,24024.85,88.49,264.81,-176.32,1298694.00,41.34,977617.55,1.33,normal,false,false
2026-01-29,BVT.JO,23570.00,23564.86,23564.86,adj_close,23560.54,23151.19,23981.04,43.99,220.65,-176.66,988288.00,44.48,1004196.80,0.98,normal,false,false
2026-01-30,BVT.JO,23456.00,23450.89,23450.89,adj_close,23561.26,23159.70,23930.55,-0.48,176.42,-176.90,1524806.00,42.92,1067210.80,1.43,normal,false,false
2026-02-02,BVT.JO,23829.00,23823.80,23823.80,adj_close,23576.64,23166.11,23920.38,-5.56,140.03,-145.58,1136864.00,49.19,1093209.90,1.04,normal,false,false
2026-02-03,BVT.JO,23869.00,23863.79,23863.79,adj_close,23585.90,23171.78,23914.99,-6.29,110.76,-117.05,940717.00,49.83,1098600.55,0.86,normal,false,false
2026-02-04,BVT.JO,24148.00,24142.73,24142.73,adj_close,23598.41,23181.21,23936.68,15.47,91.71,-76.24,458857.00,54.14,1066445.05,0.43,normal,true,true
2026-02-05,BVT.JO,24494.00,24488.66,24488.66,adj_close,23623.41,23190.59,23989.25,59.93,85.35,-25.42,697766.00,58.86,1069238.50,0.65,normal,false,false
2026-02-06,BVT.JO,24332.00,24326.70,24326.70,adj_close,23643.00,23198.78,24021.39,81.16,84.51,-3.35,491218.00,55.96,1034396.95,0.47,normal,false,false
2026-02-09,BVT.JO,24138.00,24132.74,24132.74,adj_close,23660.98,23204.15,24031.99,81.40,83.89,-2.49,703467.00,52.61,1041773.50,0.68,normal,false,false
2026-02-10,BVT.JO,24225.00,24219.72,24219.72,adj_close,23673.62,23208.87,24049.87,87.59,84.63,2.96,541006.00,53.94,1042881.20,0.52,normal,false,false
2026-02-11,BVT.JO,24208.00,24202.72,24202.72,adj_close,23694.21,23213.71,24064.43,90.10,85.72,4.37,699189.00,53.62,1030709.10,0.68,normal,false,false
2026-02-12,BVT.JO,24383.00,24377.68,24377.68,adj_close,23724.91,23217.75,24094.26,104.98,89.58,15.41,378633.00,56.46,989274.95,0.38,normal,false,false
2026-02-13,BVT.JO,24075.00,24069.75,24069.75,adj_close,23751.08,23220.67,24091.93,90.89,89.84,1.05,580585.00,50.59,971152.35,0.60,normal,false,false
2026-02-16,BVT.JO,24154.00,24148.73,24148.73,adj_close,23776.77,23219.46,24097.34,85.11,88.89,-3.78,598765.00,51.97,973202.15,0.62,normal,true,true
2026-02-17,BVT.JO,24100.00,24094.75,24094.75,adj_close,23797.85,23218.51,24097.09,75.31,86.18,-10.87,749019.00,50.93,913768.65,0.82,normal,false,false
2026-02-18,BVT.JO,24456.00,24450.67,24450.67,adj_close,23830.16,23220.61,24130.77,95.16,87.97,7.19,1092443.00,57.06,883840.50,1.24,normal,true,true
2026-02-19,BVT.JO,24615.00,24609.63,24609.63,adj_close,23866.42,23226.26,24176.37,122.31,94.84,27.47,950424.00,59.50,862542.15,1.10,normal,false,false
2026-02-20,BVT.JO,24618.00,24612.63,24612.63,adj_close,23909.09,23233.83,24217.92,142.43,104.36,38.07,505233.00,59.54,825678.85,0.61,normal,false,false
2026-02-23,BVT.JO,24467.00,24461.67,24461.67,adj_close,23945.84,23238.85,24241.13,144.53,112.39,32.13,729798.00,56.05,808467.65,0.90,normal,false,false
2026-02-24,BVT.JO,24823.00,24817.59,24817.59,adj_close,23990.89,23243.84,24296.03,172.91,124.50,48.42,468682.00,61.75,776722.70,0.60,normal,false,false
2026-02-25,BVT.JO,24724.00,24718.61,24718.61,adj_close,24031.98,23247.71,24336.28,185.29,136.65,48.63,586081.00,59.44,741092.05,0.79,normal,false,false
2026-02-26,BVT.JO,25233.00,25227.50,25227.50,adj_close,24082.35,23253.24,24421.16,233.47,156.02,77.45,716180.00,66.40,727486.65,0.98,normal,false,false
2026-02-27,BVT.JO,25249.00,25243.49,25243.49,adj_close,24131.64,23259.13,24499.48,269.83,178.78,91.05,970147.00,66.59,699753.70,1.39,normal,false,false
2026-03-02,BVT.JO,25344.00,25338.47,25338.47,adj_close,24177.35,23266.01,24579.38,302.82,203.59,99.23,1021782.00,67.78,693999.60,1.47,normal,false,false
2026-03-03,BVT.JO,23904.00,23898.79,23898.79,adj_close,24187.99,23266.82,24514.56,210.37,204.94,5.43,1698604.00,42.86,731893.95,2.32,spike,false,false
2026-03-04,BVT.JO,24464.00,24458.67,24458.67,adj_close,24214.40,23270.18,24509.24,180.20,200.00,-19.79,783587.00,50.49,748130.45,1.05,normal,false,false
2026-03-05,BVT.JO,24356.00,24350.69,24350.69,adj_close,24242.03,23272.80,24494.14,145.90,189.18,-43.28,819193.00,49.13,754201.80,1.09,normal,false,false
2026-03-06,BVT.JO,23509.00,23503.88,23503.88,adj_close,24248.17,23273.23,24399.83,49.81,161.30,-111.49,1196793.00,40.01,789480.55,1.52,spike,false,false
2026-03-09,BVT.JO,23383.00,23377.90,23377.90,adj_close,24247.83,23272.85,24302.50,-36.09,121.82,-157.92,398296.00,38.86,774222.00,0.51,normal,false,false
2026-03-10,BVT.JO,23578.00,23572.86,23572.86,adj_close,24245.75,23271.32,24233.01,-87.43,79.97,-167.40,1200719.00,41.66,807207.65,1.49,normal,false,false
2026-03-11,BVT.JO,23484.00,23478.88,23478.88,adj_close,24244.19,23268.77,24161.19,-134.15,37.15,-171.30,790906.00,40.70,811793.50,0.97,normal,false,false
2026-03-12,BVT.JO,23162.00,23156.95,23156.95,adj_close,24232.46,23265.14,24065.55,-194.91,-9.26,-185.65,1093243.00,37.48,847524.00,1.29,normal,false,false
2026-03-13,BVT.JO,22850.00,22845.02,22845.02,adj_close,24221.40,23256.76,23949.31,-265.17,-60.44,-204.73,1760563.00,34.62,906522.90,1.94,spike,false,false
2026-03-16,BVT.JO,23093.00,23087.96,23087.96,adj_close,24206.96,23250.46,23867.27,-297.82,-107.92,-189.90,1622594.00,38.55,957714.35,1.69,spike,false,false
2026-03-17,BVT.JO,23080.00,23074.97,23074.97,adj_close,24180.41,23246.77,23791.82,-321.04,-150.55,-170.50,1644567.00,38.42,1002491.75,1.64,spike,false,false
2026-03-18,BVT.JO,22875.00,22870.01,22870.01,adj_close,24149.93,23240.90,23704.03,-351.93,-190.82,-161.11,804422.00,36.29,988090.70,0.81,normal,false,false
2026-03-19,BVT.JO,22464.00,22459.10,22459.10,adj_close,24107.74,23233.25,23585.46,-404.90,-233.64,-171.26,2591845.00,32.42,1070161.75,2.42,spike,false,false
2026-03-20,BVT.JO,22673.00,22668.06,22668.06,adj_close,24058.65,23227.89,23498.09,-425.11,-271.93,-153.18,1702211.00,36.15,1130010.65,1.51,spike,false,false
2026-03-23,BVT.JO,22649.00,22644.06,22644.06,adj_close,24013.36,23218.80,23416.75,-438.02,-305.15,-132.87,892402.00,35.90,1138140.85,0.78,normal,false,false
2026-03-24,BVT.JO,22700.00,22695.05,22695.05,adj_close,23972.87,23208.37,23348.02,-439.07,-331.93,-107.14,958574.00,36.88,1162635.45,0.82,normal,false,false
2026-03-25,BVT.JO,22779.00,22779.00,22779.00,adj_close,23943.40,23200.40,23293.83,-428.20,-351.19,-77.01,690656.00,38.55,1167864.20,0.59,normal,false,false
2026-03-26,BVT.JO,22825.00,22825.00,22825.00,adj_close,23906.67,23194.81,23249.18,-411.13,-363.17,-47.95,616577.00,39.49,1162884.05,0.53,normal,false,false
2026-03-27,BVT.JO,22885.00,22885.00,22885.00,adj_close,23874.63,23190.10,23214.49,-388.28,-368.20,-20.09,1269634.00,40.77,1177858.40,1.08,normal,false,false
2026-03-30,BVT.JO,22478.00,22478.00,22478.00,adj_close,23839.46,23188.85,23144.35,-398.43,-374.24,-24.18,1282950.00,35.33,1190916.80,1.08,normal,false,false
2026-03-31,BVT.JO,22755.00,22755.00,22755.00,adj_close,23802.73,23188.66,23107.27,-379.74,-375.34,-4.40,724178.00,41.09,1142195.50,0.63,normal,false,false
2026-04-01,BVT.JO,22804.00,22804.00,22804.00,adj_close,23768.91,23188.48,23078.39,-356.86,-371.64,14.79,1258991.00,42.07,1165965.70,1.08,normal,false,false
2026-04-02,BVT.JO,22597.00,22597.00,22597.00,adj_close,23730.96,23186.55,23032.54,-351.38,-367.59,16.21,542933.00,39.10,1152152.70,0.47,normal,false,false
2026-04-07,BVT.JO,22269.00,22269.00,22269.00,adj_close,23690.14,23181.44,22959.82,-369.24,-367.92,-1.32,995636.00,34.90,1142094.85,0.87,normal,false,false
2026-04-08,BVT.JO,23612.00,23612.00,23612.00,adj_close,23688.73,23183.75,23021.93,-271.90,-348.72,76.82,717447.00,55.83,1158052.40,0.62,normal,true,false
2026-04-09,BVT.JO,23323.00,23323.00,23323.00,adj_close,23684.83,23182.99,23050.61,-215.59,-322.09,106.50,861308.00,51.96,1141081.85,0.75,normal,false,false
2026-04-10,BVT.JO,23650.00,23650.00,23650.00,adj_close,23690.15,23184.45,23107.69,-142.93,-286.26,143.33,341249.00,55.70,1118599.00,0.31,normal,false,false
2026-04-13,BVT.JO,23160.00,23160.00,23160.00,adj_close,23682.06,23184.31,23112.67,-123.46,-253.70,130.24,668054.00,49.48,1097339.55,0.61,normal,false,false
2026-04-14,BVT.JO,23614.00,23614.00,23614.00,adj_close,23685.32,23184.48,23160.42,-70.59,-217.08,146.49,943417.00,54.55,1056482.25,0.89,normal,false,false
2025-03-27,CFR.JO,331127.00,331124.03,331124.03,adj_close,,,,,,,165182.00,,,,,,
2025-03-28,CFR.JO,328374.00,328371.06,328371.06,adj_close,,,,,,,66619.00,,,,,,
2025-03-31,CFR.JO,316982.00,316979.16,316979.16,adj_close,,,,,,,179901.00,,,,,,
2025-04-01,CFR.JO,320762.00,320759.12,320759.12,adj_close,,,,,,,139533.00,,,,,,
2025-04-02,CFR.JO,327017.00,327014.06,327014.06,adj_close,,,,,,,158206.00,,,,,,
2025-04-03,CFR.JO,316797.00,316794.16,316794.16,adj_close,,,,,,,335154.00,,,,,,
2025-04-04,CFR.JO,297800.00,297797.34,297797.34,adj_close,,,,,,,232298.00,,,,,,
