date,symbol,open,high,low,close,adj_close,volume
2025-04-22,ABG.JO,17260.00,17399.00,17001.00,17256.00,17241.08,2894114
2025-04-22,ADH.JO,3100.00,3103.00,3063.00,3063.00,3062.56,180628
2025-04-22,AGL.JO,49736.29,50243.48,48989.27,50005.62,50004.29,797438
2025-04-22,ANH.JO,124938.00,125730.00,123385.00,124346.00,124344.80,340365
2025-04-22,APN.JO,16365.00,16533.00,16133.00,16164.00,16160.48,2099074
2025-04-22,AVI.JO,8970.00,9228.00,8944.00,9030.00,9026.36,705879
2025-04-22,BHG.JO,43917.00,44369.00,43853.00,44245.00,44227.37,413386
2025-04-22,BTI.JO,79678.00,79889.00,78847.00,79693.00,79644.67,475726
2025-04-22,BVT.JO,22899.00,22999.00,22438.00,22700.00,22690.38,1793082
2025-04-22,CFR.JO,312483.00,320606.00,309792.00,319459.00,319456.16,156627
2025-04-22,CLS.JO,38800.00,38800.00,37832.00,38468.00,38458.50,1293798
2025-04-22,CPI.JO,314000.00,314000.00,308244.00,310496.00,310436.62,216899
2025-04-22,DSY.JO,19684.00,19561.00,18944.00,19400.00,19398.18,811676
2025-04-22,EXX.JO,15291.00,15291.00,15000.00,15237.00,15221.13,567275
2025-04-22,FSR.JO,7030.00,7041.00,6917.00,6985.00,6982.87,10367942
2025-04-22,GFI.JO,48465.00,49100.00,44848.00,45430.00,45412.64,3084495
2025-04-22,GLN.JO,6478.00,6462.00,6321.00,6405.00,6404.91,3921613
2025-04-22,IMP.JO,12413.00,12802.00,11889.00,11924.00,11920.74,5943308
2025-04-22,KIO.JO,30243.00,31234.00,30346.00,31041.00,31009.51,339788
2025-04-22,KST.JO,1861.00,1877.00,1825.00,1874.00,1873.53,3440189
2025-04-22,LHC.JO,1438.00,1445.00,1413.00,1422.00,1418.91,4346742
2025-04-22,MRP.JO,22470.00,22459.00,21779.00,22021.00,22011.80,760863
2025-04-22,MTH.JO,8371.00,8371.00,8100.00,8193.00,8188.55,837401
2025-04-22,MTM.JO,3086.00,3128.00,3008.00,3075.00,3074.18,6121314
2025-04-22,MTN.JO,11100.00,11330.00,11018.00,11179.00,11179.00,4932397
2025-04-22,NED.JO,24080.00,24239.00,23980.00,24000.00,23989.06,2333658
2025-04-22,NPN.JO,91150.00,91500.00,90180.00,91282.20,91277.80,1634935
2025-04-22,OMU.JO,1080.00,1113.00,1083.00,1098.00,1097.70,22033715
2025-04-22,OUT.JO,7000.00,7080.00,6925.00,7080.00,7078.28,1907909
2025-04-22,PAN.JO,1230.00,1264.00,1168.00,1183.00,1182.75,18132901
2025-04-22,PRX.JO,80779.00,81677.00,80569.00,81500.00,81499.87,796256
2025-04-22,REM.JO,15260.00,15326.00,14950.00,15035.00,15031.16,914739
2025-04-22,S32.JO,3185.00,3210.00,3091.00,3134.00,3133.14,4251656
2025-04-22,SAP.JO,3596.00,3619.00,3513.00,3535.00,3535.00,3698206
2025-04-22,SBK.JO,22430.00,22662.00,22293.00,22500.00,22492.52,3311072
2025-04-22,SHP.JO,28577.00,28579.00,27969.00,28151.00,28142.88,817767
2025-04-22,SLM.JO,8065.00,8134.00,8011.00,8029.00,8029.00,3433897
2025-04-22,SOL.JO,6570.00,6774.00,6471.00,6673.00,6673.00,5368854
2025-04-22,SPP.JO,11231.00,11289.00,11111.00,11175.00,11175.00,595115
2025-04-22,SUI.JO,3801.00,3889.00,3801.00,3870.00,3868.48,511570
2025-04-22,TBS.JO,29200.00,29072.00,28389.00,28496.00,28451.90,891129
2025-04-22,TRU.JO,7029.00,7059.00,6786.00,6865.00,6858.92,1532475
2025-04-22,VAL.JO,76871.00,77477.00,72582.00,73219.00,73131.28,798999
2025-04-22,VOD.JO,12998.00,13139.00,12804.00,12924.00,12917.70,1411323
2025-04-22,WHL.JO,5611.00,5658.00,5537.00,5577.00,5574.85,2675863
