date,symbol,open,high,low,close,adj_close,volume
2025-07-22,ABG.JO,17824.00,17759.00,17360.00,17430.00,17422.76,1790168
2025-07-22,ADH.JO,3220.00,3269.00,3187.00,3198.00,3197.54,157419
2025-07-22,AGL.JO,55008.00,55723.00,54384.00,55587.00,55585.52,780906
2025-07-22,ANH.JO,120803.00,121578.00,120169.00,121554.00,121553.84,138421
2025-07-22,APN.JO,11376.00,11696.00,11421.00,11696.00,11693.45,1711633
2025-07-22,AVI.JO,9650.00,9500.00,9390.00,9420.00,9416.20,477707
2025-07-22,BHG.JO,48000.00,47867.00,47395.00,47790.00,47770.96,487743
2025-07-22,BTI.JO,91096.00,92895.00,90355.00,91052.00,91012.19,944836
2025-07-22,BVT.JO,23300.00,23663.00,23189.00,23617.00,23606.99,848417
2025-07-22,CFR.JO,307700.00,311259.00,307164.00,309102.00,309099.25,142383
2025-07-22,CLS.JO,36855.00,37036.00,36310.00,36476.00,36469.27,317974
2025-07-22,CPI.JO,352999.00,350739.00,342554.00,346003.00,345980.59,155063
2025-07-22,DSY.JO,21876.00,22063.00,21418.00,21561.00,21558.98,1126228
2025-07-22,EXX.JO,18000.00,18244.00,17720.00,18048.00,18039.56,1400099
2025-07-22,FSR.JO,7645.00,7641.00,7509.00,7535.00,7532.71,6786910
2025-07-22,GFI.JO,44902.00,45866.00,43450.00,45678.00,45660.55,1389182
2025-07-22,GLN.JO,7600.00,7732.00,7582.00,7707.00,7706.94,5451843
2025-07-22,IMP.JO,18640.00,18851.00,18461.00,18750.00,18744.88,5420687
2025-07-22,KIO.JO,31057.00,32759.00,31080.00,32473.00,32440.06,1079084
2025-07-22,KST.JO,2230.00,2234.00,2215.00,2226.00,2225.82,69893
2025-07-22,LHC.JO,1330.00,1365.00,1334.00,1343.00,1340.28,4087820
2025-07-22,MRP.JO,21027.00,21630.00,20842.00,21500.00,21496.69,2869369
2025-07-22,MTH.JO,9604.00,9638.00,9358.00,9375.00,9369.90,162664
2025-07-22,MTM.JO,3400.00,3436.00,3352.00,3365.00,3364.10,1332376
2025-07-22,MTN.JO,14300.00,14555.00,14300.00,14420.00,14420.00,3247023
2025-07-22,NED.JO,24250.00,24382.00,23821.00,23900.00,23889.11,684463
2025-07-22,NPN.JO,112860.00,113307.60,111819.60,112100.00,112094.60,890960
2025-07-22,OMU.JO,1240.00,1270.00,1248.00,1263.00,1262.65,26776513
2025-07-22,OUT.JO,7568.00,7715.00,7527.00,7621.00,7619.14,1914295
2025-07-22,PAN.JO,1301.00,1314.00,1266.00,1312.00,1311.73,9547702
2025-07-22,PRX.JO,102627.00,103151.00,102075.00,102788.00,102787.83,502653
2025-07-22,REM.JO,17250.00,17540.00,16623.00,16623.00,16618.76,2306387
2025-07-22,S32.JO,3554.00,3582.00,3478.00,3500.00,3499.04,12746749
2025-07-22,SAP.JO,2845.00,2875.00,2792.00,2800.00,2800.00,4861041
2025-07-22,SBK.JO,23349.00,23349.00,22650.00,22801.00,22793.42,1603876
2025-07-22,SHP.JO,27400.00,27532.00,27167.00,27440.00,27432.08,809125
2025-07-22,SLM.JO,8844.00,8817.00,8655.00,8670.00,8670.00,1479066
2025-07-22,SOL.JO,9650.00,9650.00,8950.00,8986.00,8986.00,3867014
2025-07-22,SPP.JO,10550.00,10708.00,10509.00,10649.00,10649.00,668289
2025-07-22,SUI.JO,4790.00,4790.00,4729.00,4747.00,4745.13,150295
2025-07-22,TBS.JO,29159.00,29573.00,29100.00,29573.00,29542.27,359312
2025-07-22,TRU.JO,6896.00,7091.00,6877.00,6980.00,6973.82,1558282
2025-07-22,VAL.JO,92150.00,95663.00,91592.00,95117.00,95083.56,1778627
2025-07-22,VOD.JO,14350.00,14639.00,14272.00,14370.00,14366.63,1355127
2025-07-22,WHL.JO,4890.00,4905.00,4812.00,4834.00,4832.14,3134541
