date,symbol,open,high,low,close,adj_close,volume
2025-11-14,ABG.JO,20783.00,20961.00,20577.00,20716.00,20716.00,4116788
2025-11-14,ADH.JO,3613.00,3613.00,3501.00,3600.00,3600.00,205849
2025-11-14,AGL.JO,63595.00,63953.00,62570.00,63953.00,63952.86,572797
2025-11-14,ANH.JO,110000.00,110690.00,109135.00,109135.00,109134.85,184242
2025-11-14,APN.JO,9502.00,9691.00,9450.00,9501.00,9501.00,1377831
2025-11-14,AVI.JO,10390.00,10429.00,10165.00,10187.00,10187.00,1219652
2025-11-14,BHG.JO,47919.00,47919.00,46246.00,46950.00,46941.46,847611
2025-11-14,BTI.JO,93525.00,94006.00,91250.00,91644.00,91618.12,350807
2025-11-14,BVT.JO,23900.00,23877.00,23310.00,23376.00,23370.90,518526
2025-11-14,CFR.JO,365000.00,379982.00,357691.00,365833.00,365833.00,377246
2025-11-14,CLS.JO,35865.00,36231.00,35659.00,35883.00,35876.38,650082
2025-11-14,CPI.JO,389000.00,397195.00,388504.00,395117.00,395117.00,161462
2025-11-14,DSY.JO,22976.00,22931.00,22439.00,22713.00,22713.00,931815
2025-11-14,EXX.JO,18100.00,18574.00,18103.00,18350.00,18350.00,363831
2025-11-14,FSR.JO,8315.00,8464.00,8291.00,8347.00,8347.00,10541401
2025-11-14,GFI.JO,68801.00,71020.00,67730.00,70212.00,70193.01,1524780
2025-11-14,GLN.JO,8400.00,8340.00,8091.00,8199.00,8199.00,2474501
2025-11-14,IMP.JO,19001.00,19483.00,18846.00,19187.00,19183.45,1943145
2025-11-14,KIO.JO,33101.00,33283.00,32575.00,33179.00,33163.94,175522
2025-11-14,KST.JO,2558.00,2571.00,2492.00,2515.00,2515.00,427646
2025-11-14,LHC.JO,1239.00,1216.00,1197.00,1203.00,1202.63,2034528
2025-11-14,MRP.JO,20800.00,20848.00,20287.00,20416.00,20412.86,939458
2025-11-14,MTH.JO,11979.00,11979.00,11485.00,11533.00,11530.17,752659
2025-11-14,MTM.JO,3655.00,3685.00,3589.00,3595.00,3595.00,2886485
2025-11-14,MTN.JO,16640.00,17039.00,16683.00,16845.00,16845.00,3307313
2025-11-14,NED.JO,26002.00,26182.00,25722.00,25926.00,25926.00,2404055
2025-11-14,NPN.JO,123954.00,126199.00,121350.00,121995.00,121989.12,1792214
2025-11-14,OMU.JO,1360.00,1361.00,1318.00,1346.00,1346.00,17668470
2025-11-14,OUT.JO,7350.00,7432.00,7275.00,7295.00,7295.00,1602314
2025-11-14,PAN.JO,2146.00,2180.00,2076.00,2124.00,2123.56,3514850
2025-11-14,PRX.JO,123000.00,122941.00,118880.00,120300.00,120300.00,1221876
2025-11-14,REM.JO,17810.00,17855.00,17474.00,17561.00,17561.00,571992
2025-11-14,S32.JO,3571.00,3559.00,3450.00,3496.00,3495.57,1104171
2025-11-14,SAP.JO,2300.00,2289.00,2220.00,2270.00,2270.00,1935271
2025-11-14,SBK.JO,26755.00,27204.00,26704.00,27100.00,27100.00,3139384
2025-11-14,SHP.JO,27900.00,28145.00,27512.00,27834.00,27830.85,1642528
2025-11-14,SLM.JO,9500.00,9550.00,9319.00,9483.00,9483.00,3252086
2025-11-14,SOL.JO,11799.00,12000.00,11598.00,12000.00,12000.00,2634999
2025-11-14,SPP.JO,10730.00,10849.00,10597.00,10647.00,10647.00,274506
2025-11-14,SUI.JO,3940.00,4000.00,3858.00,3905.00,3905.00,386905
2025-11-14,TBS.JO,33500.00,34320.00,33489.00,33851.00,33815.82,537647
2025-11-14,TRU.JO,5470.00,5649.00,5457.00,5576.00,5572.68,1798835
2025-11-14,VAL.JO,109500.00,110634.00,107523.00,109917.00,109881.00,489806
2025-11-14,VOD.JO,14099.00,14158.00,13785.00,13939.00,13935.74,1335214
2025-11-14,WHL.JO,5834.00,5836.00,5680.00,5729.00,5727.68,4602815
