date,symbol,open,high,low,close,adj_close,volume
2026-05-21,ABG.JO,23385.00,23663.00,23252.00,23500.00,23500.00,2536068
2026-05-21,ADH.JO,4350.00,4345.00,4280.00,4288.00,4288.00,168774
2026-05-21,AGL.JO,82166.00,84968.00,82267.00,84350.00,84350.00,1142538
2026-05-21,ANH.JO,135894.00,137640.00,135894.00,137014.00,137014.00,238838
2026-05-21,APN.JO,13713.00,13758.00,13435.00,13531.00,13531.00,650983
2026-05-21,ART.JO,3800.00,3800.00,3750.00,3800.00,3800.00,30275
2026-05-21,AVI.JO,9400.00,9500.00,9407.00,9430.00,9430.00,593633
2026-05-21,BHG.JO,69062.00,69682.00,68581.00,69174.00,69174.00,469318
2026-05-21,BTI.JO,107476.00,109786.00,106900.00,109080.00,109080.00,260789
2026-05-21,BVT.JO,23250.00,23950.00,23138.00,23138.00,23138.00,572972
2026-05-21,CFR.JO,329592.00,331043.00,324003.00,328347.00,328347.00,95263
2026-05-21,CLS.JO,24703.00,25063.00,24529.00,24612.00,24612.00,1614739
2026-05-21,CPI.JO,433001.00,438003.00,431311.00,437042.00,437042.00,171605
2026-05-21,DSY.JO,26001.00,26696.00,26195.00,26511.00,26511.00,1585801
2026-05-21,EXX.JO,21088.00,20905.50,20535.00,20700.00,20700.00,473430
2026-05-21,FSR.JO,8963.00,9082.00,8905.00,8982.00,8982.00,11526988
2026-05-21,GFI.JO,66288.00,66860.00,64929.00,65592.00,65592.00,2179770
2026-05-21,GLN.JO,12542.00,12835.00,12450.00,12747.00,12747.00,2451229
2026-05-21,IMP.JO,23099.00,23140.00,22274.00,22694.00,22694.00,3835848
2026-05-21,KIO.JO,30900.00,30900.00,30345.00,30525.00,30525.00,170561
2026-05-21,KST.JO,2810.00,2822.00,2788.00,2790.00,2790.00,430796
2026-05-21,LHC.JO,1080.00,1139.00,1089.00,1122.00,1122.00,7655398
2026-05-21,MRP.JO,15100.00,15606.00,15157.00,15210.00,15210.00,1004097
2026-05-21,MTH.JO,10149.00,10334.00,10149.00,10293.00,10293.00,188697
2026-05-21,MTM.JO,3785.00,3785.00,3739.00,3750.00,3750.00,1065967
2026-05-21,MTN.JO,20500.00,20797.00,20496.00,20500.00,20500.00,3474973
2026-05-21,NED.JO,25546.00,26000.00,25345.00,25851.00,25851.00,1628561
2026-05-21,NPN.JO,86789.00,87764.00,86000.00,86046.00,86046.00,1667050
2026-05-21,OMU.JO,1300.00,1362.00,1317.00,1351.00,1351.00,15831140
2026-05-21,OUT.JO,7100.00,7106.00,7008.00,7034.00,7034.00,1389156
2026-05-21,PAN.JO,3056.00,3075.00,3008.00,3032.00,3032.00,1898434
2026-05-21,PRX.JO,76999.00,77553.00,75852.00,76514.00,76514.00,1146698
2026-05-21,REM.JO,19215.00,19125.00,18916.00,19000.00,19000.00,1017825
2026-05-21,S32.JO,4864.00,4927.00,4852.00,4884.00,4884.00,676733
2026-05-21,SAP.JO,1370.00,1423.00,1340.00,1345.00,1345.00,5133950
2026-05-21,SBK.JO,31369.00,31649.00,31085.00,31390.00,31390.00,3139700
2026-05-21,SHP.JO,29425.00,29838.00,29302.00,29537.00,29537.00,1442117
2026-05-21,SLM.JO,8850.00,8949.00,8605.00,8722.00,8722.00,11481237
2026-05-21,SOL.JO,21900.00,22551.00,21625.00,22390.00,22390.00,3005464
2026-05-21,SPP.JO,6013.00,6008.00,5854.00,5890.00,5890.00,263666
2026-05-21,SUI.JO,4779.00,4751.00,4689.00,4692.00,4692.00,216444
2026-05-21,TBS.JO,28617.00,28616.00,28256.00,28380.00,28380.00,248406
2026-05-21,VAL.JO,133161.00,134209.00,128600.00,131000.00,131000.00,924009
2026-05-21,VOD.JO,15250.00,15398.00,15199.00,15264.00,15264.00,1872376
