date,symbol,open,high,low,close,adj_close,volume
2025-11-18,ABG.JO,20830.00,20919.00,20479.00,20687.00,20687.00,3955916
2025-11-18,ADH.JO,3631.00,3673.00,3605.00,3641.00,3641.00,278274
2025-11-18,AGL.JO,62802.00,62802.00,60375.00,60855.00,60854.87,1101484
2025-11-18,ANH.JO,106840.00,106840.00,104747.00,105279.00,105279.00,258732
2025-11-18,APN.JO,9407.00,9457.00,9120.00,9203.00,9203.00,1118990
2025-11-18,ART.JO,2880.00,2880.00,2751.00,2830.00,2829.42,66457
2025-11-18,AVI.JO,10398.00,10300.00,10100.00,10134.00,10134.00,779549
2025-11-18,BHG.JO,46190.00,46233.00,45002.00,46065.00,46056.62,1442780
2025-11-18,BTI.JO,94000.00,95472.00,92627.00,93969.00,93942.46,323977
2025-11-18,BVT.JO,23683.00,23499.00,23060.00,23060.00,23054.97,624915
2025-11-18,CFR.JO,360346.00,365499.00,353997.00,353997.00,353997.00,156113
2025-11-18,CLS.JO,35915.00,36005.00,35173.00,35213.00,35206.51,606422
2025-11-18,CPI.JO,401592.00,407977.00,396265.00,399764.00,399764.00,239129
2025-11-18,DSY.JO,22860.00,23186.00,22725.00,22725.00,22725.00,843007
2025-11-18,EXX.JO,18200.00,18200.00,17708.00,17857.00,17857.00,949970
2025-11-18,FSR.JO,8400.00,8436.00,8210.00,8210.00,8210.00,11235318
2025-11-18,GFI.JO,66500.00,69483.00,64881.00,68574.00,68555.45,2523067
2025-11-18,GLN.JO,8139.00,8164.00,7964.00,7977.00,7977.00,7603849
2025-11-18,IMP.JO,18699.00,18750.00,17850.00,18300.00,18296.61,2403447
2025-11-18,KIO.JO,33298.00,33376.00,32618.00,33154.00,33138.95,271976
2025-11-18,KST.JO,2550.00,2558.00,2509.00,2521.00,2521.00,840374
2025-11-18,LHC.JO,1218.00,1232.00,1199.00,1199.00,1198.63,3356410
2025-11-18,MRP.JO,20576.00,20905.00,20400.00,20474.00,20470.85,990365
2025-11-18,MTH.JO,11613.00,11696.00,11457.00,11595.00,11592.15,466715
2025-11-18,MTM.JO,3620.00,3660.00,3580.00,3601.00,3601.00,2316356
2025-11-18,MTN.JO,16505.00,16898.00,16478.00,16695.00,16695.00,2694783
2025-11-18,NED.JO,26090.00,26484.00,25839.00,26344.00,26344.00,2461216
2025-11-18,NPN.JO,120400.00,120665.00,118202.00,119256.00,119250.26,1507752
2025-11-18,OMU.JO,1372.00,1381.00,1347.00,1358.00,1358.00,19714171
2025-11-18,OUT.JO,7388.00,7486.00,7359.00,7362.00,7362.00,1381046
2025-11-18,PAN.JO,2076.00,2094.00,1983.00,2080.00,2079.57,3755194
2025-11-18,PRX.JO,117699.00,117699.00,116047.00,116874.00,116874.00,572979
2025-11-18,REM.JO,17800.00,17943.00,17483.00,17483.00,17483.00,1064545
2025-11-18,S32.JO,3550.00,3500.00,3404.00,3404.00,3403.58,440666
2025-11-18,SAP.JO,2286.00,2256.00,2108.00,2108.00,2108.00,3320527
2025-11-18,SBK.JO,27050.00,27394.00,26976.00,27328.00,27328.00,3663412
2025-11-18,SHP.JO,27800.00,27869.00,27510.00,27625.00,27621.88,688320
2025-11-18,SLM.JO,9500.00,9558.00,9323.00,9323.00,9323.00,2608024
2025-11-18,SOL.JO,12300.00,12744.00,12000.00,12500.00,12500.00,3219969
2025-11-18,SPP.JO,10697.00,10722.00,10441.00,10441.00,10441.00,795365
2025-11-18,SUI.JO,3909.00,3926.00,3851.00,3864.00,3864.00,215319
2025-11-18,TBS.JO,34165.00,34495.00,33870.00,33950.00,33914.72,498204
2025-11-18,TRU.JO,5520.00,5710.00,5569.00,5638.00,5634.64,3150679
2025-11-18,VAL.JO,106001.00,106006.00,102018.00,103845.00,103810.98,941936
2025-11-18,VOD.JO,14150.00,14151.00,13820.00,14013.00,14009.72,1005344
2025-11-18,WHL.JO,5665.00,5700.00,5604.00,5608.00,5606.71,2152199
