date,symbol,open,high,low,close,adj_close,volume
2026-02-16,ABG.JO,26121.00,26699.00,26116.00,26553.00,26553.00,1772184
2026-02-16,ADH.JO,3981.00,4048.00,3960.00,3979.00,3979.00,455098
2026-02-16,AGL.JO,78759.00,78754.00,76501.00,77120.00,77119.83,496389
2026-02-16,ANH.JO,127000.00,127572.00,124812.00,125912.00,125912.00,384369
2026-02-16,APN.JO,12500.00,12641.00,12245.00,12300.00,12300.00,922541
2026-02-16,AVI.JO,11396.00,11433.00,11306.00,11430.00,11430.00,419669
2026-02-16,BHG.JO,57172.00,57823.00,56742.00,57554.00,57543.53,505750
2026-02-16,BTI.JO,93500.00,95380.00,92608.00,93480.00,93466.95,662872
2026-02-16,BVT.JO,24111.00,24600.00,24128.00,24154.00,24148.73,598765
2026-02-16,CFR.JO,326100.00,330434.00,325141.00,325511.00,325511.00,170356
2026-02-16,CLS.JO,32361.00,33022.00,32000.00,32891.00,32891.00,1018671
2026-02-16,CPI.JO,468413.00,471739.00,465004.00,467474.00,467474.00,151711
2026-02-16,DSY.JO,23200.00,23800.00,23461.00,23706.00,23706.00,513815
2026-02-16,EXX.JO,18859.00,19006.00,18621.00,18687.00,18687.00,452711
2026-02-16,FSR.JO,9500.00,9638.00,9464.00,9588.00,9588.00,8504173
2026-02-16,GFI.JO,85863.00,87983.00,84478.00,86744.00,86720.54,956377
2026-02-16,GLN.JO,10833.00,10823.00,10509.00,10633.00,10633.00,2803848
2026-02-16,IMP.JO,27140.00,27881.00,26800.00,27251.00,27245.95,1709098
2026-02-16,KIO.JO,36334.00,37259.00,36235.00,36850.00,36833.28,201010
2026-02-16,KST.JO,2749.00,2763.00,2732.00,2758.00,2758.00,1079937
2026-02-16,LHC.JO,1131.00,1141.00,1121.00,1133.00,1133.00,10988705
2026-02-16,MRP.JO,16651.00,16915.00,16692.00,16781.00,16781.00,513523
2026-02-16,MTH.JO,12982.00,13108.00,12890.00,13071.00,13067.79,201266
2026-02-16,MTM.JO,3831.00,3930.00,3831.00,3930.00,3930.00,830413
2026-02-16,MTN.JO,19327.00,19742.00,19256.00,19511.00,19511.00,3545788
2026-02-16,NED.JO,28181.00,28590.00,28055.00,28147.00,28147.00,651076
2026-02-16,NPN.JO,89300.00,90648.00,89400.00,89692.00,89692.00,1467379
2026-02-16,OMU.JO,1561.00,1596.00,1566.00,1596.00,1596.00,6265787
2026-02-16,OUT.JO,7295.00,7478.00,7302.00,7466.00,7466.00,3179226
2026-02-16,PAN.JO,3078.00,3176.00,3062.00,3176.00,3175.89,2915862
2026-02-16,PRX.JO,80800.00,81785.00,80409.00,81222.00,81222.00,1579070
2026-02-16,REM.JO,18708.00,18765.00,18579.00,18765.00,18765.00,802481
2026-02-16,S32.JO,4905.00,4979.00,4905.00,4938.00,4937.40,407633
2026-02-16,SAP.JO,1766.00,1804.00,1718.00,1718.00,1718.00,1020768
2026-02-16,SBK.JO,31322.00,31775.00,31259.00,31552.00,31552.00,1469748
2026-02-16,SHP.JO,26890.00,27211.00,26911.00,27011.00,27007.95,626115
2026-02-16,SLM.JO,10163.00,10387.00,10163.00,10333.00,10333.00,1769607
2026-02-16,SOL.JO,12400.00,12558.00,11904.00,12245.00,12245.00,2165280
2026-02-16,SPP.JO,9195.00,9235.00,8983.00,9018.00,9018.00,210945
2026-02-16,SUI.JO,4300.00,4294.00,4228.00,4260.00,4260.00,301328
2026-02-16,TBS.JO,34118.00,34594.00,34160.00,34544.00,34544.00,113583
2026-02-16,TRU.JO,5600.00,5695.00,5610.00,5630.00,5626.65,923324
2026-02-16,VAL.JO,148669.00,150993.00,145439.00,147157.00,147108.80,582874
2026-02-16,VOD.JO,15457.00,15824.00,15500.00,15769.00,15769.00,550019
2026-02-16,WHL.JO,5375.00,5503.00,5402.00,5411.00,5409.76,2206174
