date,symbol,open,high,low,close,adj_close,volume
2025-04-09,ABG.JO,16049.00,16204.00,15606.00,15666.00,15652.46,5031889
2025-04-09,ADH.JO,3021.00,3045.00,2923.00,3029.00,3028.57,211748
2025-04-09,AGL.JO,43887.86,45261.01,42693.59,43990.08,43988.91,3011563
2025-04-09,ANH.JO,116360.00,120012.49,115836.00,116158.00,116156.89,1153518
2025-04-09,APN.JO,15000.00,14908.00,14498.00,14571.00,14567.83,3566568
2025-04-09,AVI.JO,8698.00,8737.00,8374.00,8598.00,8594.53,1080287
2025-04-09,BHG.JO,40036.00,41233.00,39923.00,40527.00,40510.85,757826
2025-04-09,BTI.JO,78666.00,78831.00,76914.00,77591.00,77543.95,910599
2025-04-09,BVT.JO,22000.00,22074.00,20828.00,20828.00,20819.17,1858172
2025-04-09,CFR.JO,300136.00,308791.00,295615.00,305593.00,305590.28,282366
2025-04-09,CLS.JO,34487.00,34582.00,33099.00,33391.00,33382.75,1291957
2025-04-09,CPI.JO,282455.00,286602.00,278052.00,282500.00,282445.97,736937
2025-04-09,DSY.JO,18548.00,18318.00,17585.00,18034.00,18032.31,4087626
2025-04-09,EXX.JO,14399.00,14424.00,13844.00,14004.00,13989.41,812846
2025-04-09,FSR.JO,6600.00,6705.00,6512.00,6624.00,6621.98,31871426
2025-04-09,GFI.JO,40807.00,42915.00,39710.00,41880.00,41864.00,4551944
2025-04-09,GLN.JO,5850.00,6083.00,5801.00,6025.00,6024.91,16724591
2025-04-09,IMP.JO,9745.00,10570.00,9580.00,10236.00,10233.20,7369981
2025-04-09,KIO.JO,29300.00,30484.00,29168.00,29732.00,29701.84,564057
2025-04-09,KST.JO,1780.00,1767.00,1730.00,1756.00,1755.56,1559208
2025-04-09,LHC.JO,1384.00,1387.00,1358.00,1383.00,1379.99,4054613
2025-04-09,MRP.JO,20500.00,20739.00,20087.00,20405.00,20396.47,1854917
2025-04-09,MTH.JO,7699.00,7699.00,7421.00,7550.00,7545.90,993297
2025-04-09,MTM.JO,3014.00,2958.00,2879.00,2911.00,2910.22,3773955
2025-04-09,MTN.JO,10600.00,10537.00,10130.00,10400.00,10400.00,8966325
2025-04-09,NED.JO,23325.00,23327.00,22266.00,22438.00,22427.77,3820188
2025-04-09,NPN.JO,83700.00,86768.00,82632.60,84933.20,84929.11,3845915
2025-04-09,OMU.JO,975.00,975.00,937.00,950.00,949.74,37342542
2025-04-09,OUT.JO,6900.00,6899.00,6687.00,6727.00,6725.36,8884421
2025-04-09,PAN.JO,1000.00,1081.00,994.00,1063.00,1062.78,14824773
2025-04-09,PRX.JO,79750.00,82216.21,77169.00,78296.00,78295.87,1801990
2025-04-09,REM.JO,14500.00,14363.00,14001.00,14150.00,14145.49,2168056
2025-04-09,S32.JO,3060.00,3087.00,2955.00,3034.00,3033.17,1643235
2025-04-09,SAP.JO,3347.00,3376.00,3277.00,3323.00,3323.00,5276652
2025-04-09,SBK.JO,21483.00,21132.00,20150.00,20231.00,20224.28,11896161
2025-04-09,SHP.JO,26500.00,26498.50,25560.00,25760.00,25752.56,2883860
2025-04-09,SLM.JO,7436.00,7404.00,7127.00,7216.00,7216.00,8175826
2025-04-09,SOL.JO,5500.00,5705.00,5301.00,5533.00,5533.00,8272035
2025-04-09,SPP.JO,11198.00,11051.00,10701.00,10796.00,10796.00,2349273
2025-04-09,SUI.JO,3724.00,3765.00,3584.00,3650.00,3648.56,676705
2025-04-09,TBS.JO,26699.00,26700.00,26079.00,26425.00,26384.11,602626
2025-04-09,TRU.JO,6730.00,6710.00,6343.00,6400.00,6394.33,1433780
2025-04-09,VAL.JO,62700.00,64937.00,60800.00,62581.00,62506.02,2049780
2025-04-09,VOD.JO,11590.00,11908.00,11511.00,11863.00,11857.21,3069807
2025-04-09,WHL.JO,5000.00,5018.00,4859.00,4984.00,4982.08,7314573
