date,symbol,open,high,low,close,adj_close,volume
2025-06-10,ABG.JO,17869.00,18157.00,17800.00,17924.00,17916.55,3217687
2025-06-10,ADH.JO,3160.00,3160.00,3033.00,3098.00,3097.56,740230
2025-06-10,AGL.JO,52347.00,52962.00,52147.00,52582.00,52580.60,842709
2025-06-10,ANH.JO,126085.00,126471.00,124541.00,125348.00,125347.83,197967
2025-06-10,APN.JO,12330.00,12654.00,12189.00,12585.00,12582.26,1171487
2025-06-10,AVI.JO,9060.00,9136.00,8977.00,9014.00,9010.37,1313201
2025-06-10,BHG.JO,44000.00,44807.00,44200.00,44701.00,44683.19,299383
2025-06-10,BTI.JO,84728.00,85200.00,84086.00,84159.00,84107.97,649145
2025-06-10,BVT.JO,25199.00,25122.00,24368.00,24384.00,24373.67,1580555
2025-06-10,CFR.JO,326255.00,333253.00,325976.00,331200.00,331197.03,111540
2025-06-10,CLS.JO,37355.00,37898.00,37200.00,37884.00,37874.64,800238
2025-06-10,CPI.JO,351399.00,358459.00,346871.00,352500.00,352477.19,229756
2025-06-10,DSY.JO,22099.00,22100.00,21725.00,22010.00,22007.94,1346144
2025-06-10,EXX.JO,15100.00,15309.00,15000.00,15143.00,15135.92,897178
2025-06-10,FSR.JO,7509.00,7699.00,7547.00,7672.00,7669.66,8979755
2025-06-10,GFI.JO,43555.00,44703.00,43369.00,43369.00,43352.43,2295933
2025-06-10,GLN.JO,6974.00,6996.00,6914.00,6958.00,6957.95,7125861
2025-06-10,IMP.JO,14987.00,15099.00,14603.00,14891.00,14886.93,6468668
2025-06-10,KIO.JO,29610.00,29870.00,29012.00,29786.00,29755.79,683106
2025-06-10,KST.JO,2050.00,2075.00,2044.00,2066.00,2065.83,706271
2025-06-10,LHC.JO,1419.00,1424.00,1401.00,1408.00,1404.94,7748806
2025-06-10,MRP.JO,23390.00,23520.00,22506.00,22646.00,22636.54,2805185
2025-06-10,MTH.JO,9998.00,10082.00,9857.00,9857.00,9851.64,505851
2025-06-10,MTM.JO,3560.00,3624.00,3535.00,3597.00,3596.04,3185451
2025-06-10,MTN.JO,12950.00,13375.00,12990.00,13309.00,13309.00,4587051
2025-06-10,NED.JO,25100.00,25600.00,25015.00,25326.00,25314.46,1216400
2025-06-10,NPN.JO,108589.80,108821.00,107635.20,108275.60,108270.39,1514355
2025-06-10,OMU.JO,1205.00,1228.00,1197.00,1227.00,1226.66,14717438
2025-06-10,OUT.JO,8030.00,8064.00,7936.00,8004.00,8002.05,2482902
2025-06-10,PAN.JO,1126.00,1144.00,1109.00,1115.00,1114.77,3077567
2025-06-10,PRX.JO,96088.00,96603.00,95724.00,95969.00,95968.84,642323
2025-06-10,REM.JO,15600.00,15950.00,15586.00,15855.00,15850.95,1151451
2025-06-10,S32.JO,3395.00,3549.00,3456.00,3529.00,3528.03,6199511
2025-06-10,SAP.JO,3371.00,3386.00,3277.00,3319.00,3319.00,1343673
2025-06-10,SBK.JO,23750.00,24124.00,23478.00,23800.00,23792.09,3963131
2025-06-10,SHP.JO,28000.00,28375.00,27974.00,28150.00,28141.88,1517897
2025-06-10,SLM.JO,9000.00,9106.00,8955.00,9042.00,9042.00,5934221
2025-06-10,SOL.JO,8545.00,8835.00,8406.00,8828.00,8828.00,3615027
2025-06-10,SPP.JO,11130.00,11439.00,11203.00,11262.00,11262.00,451842
2025-06-10,SUI.JO,4197.00,4237.00,4160.00,4180.00,4178.35,156327
2025-06-10,TBS.JO,32531.00,32808.00,32207.00,32417.00,32366.83,306050
2025-06-10,TRU.JO,7200.00,7187.00,6854.00,6960.00,6953.83,2711456
2025-06-10,VAL.JO,80000.00,80250.00,78100.00,79558.00,79530.03,5711807
2025-06-10,VOD.JO,13565.00,13700.00,13501.00,13662.00,13655.34,1448047
2025-06-10,WHL.JO,5625.00,5624.00,5409.00,5463.00,5460.90,4505234
